Key,Name,Link ID,Tags,Ideas
google/gsoc2012/scribus,Scribus,scribus,"DTP, Publishing, Graphics, color management, Qt4, C++, python.",http://wiki.scribus.net/canvas/GSoC_2012_Ideas
google/gsoc2012/scummvm,ScummVM,scummvm,"scummvm, multiplatform, games, adventures, sdl, point and click, play, C++",http://wiki.scummvm.org/index.php/GSoC_Ideas
google/gsoc2012/shogun,Shogun Machine Learning Toolbox,shogun,"machine learning, large scale learning, support vector machine, open source, free software",http://www.shogun-toolbox.org/gsoc-ideas.html
google/gsoc2012/sigmah,Sigmah,sigmah,"java, gwt, drupal, humanitarian, project management, ngo",http://code.google.com/p/sigma-h/wiki/Ideas4GSoC2012
google/gsoc2012/silverstripe,SilverStripe,silverstripe,"cms, php, mvc, framework, web, html5, javascript",http://www.silverstripe.org/google-summer-of-code-2012-project-ideas/
google/gsoc2012/simplecv,SimpleCV,simplecv,"Computer Vision, OpenCV, Python, Machine Learning, Manufacturing, Signal Processing",http://soc.simplecv.org/
google/gsoc2012/socr,Statistics Online Computational Resource,socr,"science, education, probability, statistics, HTML5, JQuery, JavaScript, webapp",http://wiki.stat.ucla.edu/socr/index.php/Available_SOCR_Development_Projects
google/gsoc2012/stellarium,Stellarium,stellarium,"C++, OpenGL, Qt, Astronomy",http://www.stellarium.org/wiki/index.php/Google_Summer_of_Code_2012
google/gsoc2012/swig,SWIG,swig,"c, c++, code generation, compiler, programming languages",http://codewrapper.com/wiki/index.php?title=SWIG_GSoC_2012_ideas_page
google/gsoc2012/sympy,SymPy,sympy,"math, physics, python, science, bsd",https://github.com/sympy/sympy/wiki/gsoc-2012-ideas
google/gsoc2012/systers,Systers,systers,"GNU Mailman, python, systers, good for beginners",http://systers.org/systers-dev/doku.php/ideas2012
google/gsoc2012/concord,The Concord Consortium,concord,"education, nonprofit, STEM, science, math, engineering, simulations, modeling, mobile, responsive Web design, JavaScript, Ruby, HTML5, WebGL, SproutCore",http://www.concord.org/GSoC
google/gsoc2012/eclipse,The Eclipse Foundation,eclipse,"eclipse, java, ide, recommenders, ecf, communication, development, rcp, orion, javascript, c/c++",http://wiki.eclipse.org/Google_Summer_of_Code_2012_Ideas
google/gsoc2012/fedora,The Fedora Project,fedora,"linux, kernel, php, C, bashc, ruby, python, drupal, rails, buildservices, yum, rpm, distribution, cloud",http://fedoraproject.org/wiki/Summer_coding_ideas_for_2012
google/gsoc2012/gambit,The Gambit Project,gambit,"c, java, python, game-theory, c++, algorithms",http://www.gambit-project.org/ideas.html
google/gsoc2012/honeynet,The Honeynet Project,honeynet,"security, honeypots",http://honeynet.org/gsoc/ideas
google/gsoc2012/javapathfinder,The Java Pathfinder Team,javapathfinder,"java, nasa, testing, verification, model checking, virtual machine, android, security",http://babelfish.arc.nasa.gov/trac/jpf/wiki/events/soc2012
google/gsoc2012/jruby,The JRuby Project,jruby,"ruby, jruby. jvm, jni, ffi, rails, android, kilim",https://github.com/jruby/jruby/wiki/GoogleSummerOfCode2012
google/gsoc2012/lf,The Linux Foundation,lf,"kernel, lsb, web, gui, cpd, standards, wireless, printing, usability, openprinting",https://www.linuxfoundation.org/collaborate/workgroups/gsoc/google-summer-code-2012
google/gsoc2012/llvm,The LLVM Compiler Infrastructure,llvm,llvm clang compiler frontend backend optimizations,http://llvm.org/OpenProjects.html
google/gsoc2012/netbsd,The NetBSD Foundation,netbsd,"bsd, os, C, bmake, kernel, userland, packaging, pkgsrc",http://wiki.netbsd.org/projects/gsoc/
google/gsoc2012/ns3,The ns-3 Network Simulator Project,ns3,network simulation,http://www.nsnam.org/wiki/index.php/GSOC2012Projects
google/gsoc2012/outercurve,The Outercurve Foundation,outercurve,"Outercurve, opensource, CoApp, Mayhem, NuGet, C#",http://www.outercurve.org/Overview/SummerofCode
google/gsoc2012/wiselib,The Wiselib,wiselib,"c++, embedded devices, networked devices, algorithms, platform-independent programming, sensor networks, Internet of Things, Contiki, TinyOS, iSense, Arduino, Android, iOS",http://www.wiselib.org/gsoc/
google/gsoc2012/tianocore,Tianocore,tianocore,"c, efi, edk2, firmware, python, bios, uefi, ovmf",http://sourceforge.net/apps/mediawiki/tianocore/index.php?title=GSoC2012
google/gsoc2012/tux4kids,Tux4Kids,tux4kids,,http://code.google.com/p/google-summer-of-code-2012-tux4kids/wiki/IdeasList
google/gsoc2012/twitter,Twitter,twitter,"twitter, java, scala, bootstrap, javascript",https://github.com/twitter/twitter.github.com/wiki/Google-Summer-of-Code-2012
google/gsoc2012/umit,Umit Project,umit,"umit, open monitor, monitoring, network, security, nmap, scanner, sniffer, packet manipulator, bluetooth, python, android, google tv, java, Google AppEngine, appengine, gae, network inventory, network administrator, quick scan, django, c, javascript, html5, ipv6, ipv4, peer-to-peer, p2p, internet, connectivity, ajax, gtk, twisted matrix, twisted, libpcap, jquery, css, mongo, xml, web, json, Google Protocol Buffers, optimizing, crowd solutions, collaboration, ios, iphone, ipad, ipod, usability, gui, zion, radial net, linux, windows, macosx, nonprofit, webgl, cloud, distributed processing, i18n, l10n, internationalization, localization, search, api, high replication datastore, statistics, censorship, throttling, internet blockages, privacy, cloud computing, performance tuning",http://dev.umitproject.org/projects/umitproject/wiki/GSoC2012Ideas
google/gsoc2012/unknown_horizons,Unknown Horizons and FIFE,unknown_horizons,"ai_development, graphical_user_interfaces, ai, opengl, game_development, c++, python, game_engine, game, optimization, games, sdl, artificial_intelligence, user_interface_design, usability, performance, multiplayer, network",http://wiki.unknown-horizons.org/w/Ideas_2012
google/gsoc2012/wikimedia,Wikimedia Foundation,wikimedia,"wiki, mediawiki, php, jquery, javascript, css, lamp, mysql, wiki, mediawiki, unicode, mysql, transcoding, content_management_system, xml, web, multimedia, json, html, css, web_development, optimizing, collaboration, javascript, user_interface, captcha, mobile, user_experience, nonprofit, audio, usability",https://www.mediawiki.org/wiki/Summer_of_Code_2012
google/gsoc2012/wine,Wine,wine,c lgpl,http://wiki.winehq.org/SummerOfCode
google/gsoc2012/worldforge,WorldForge,worldforge,C++ Python games GUI,http://wiki.worldforge.org/wiki/Summer_of_Code
google/gsoc2012/xapian,Xapian Search Engine Library,xapian,"xapian, text, swig, search, index, indexing, information retrieval, IR, cjk, japanese, korean, bindings, C++, Python, Java, C#, CSharp, PHP, library, gmane, node.js, lucene, machine learning, more fun",http://trac.xapian.org/wiki/GSoCProjectIdeas
google/gsoc2012/xbmc,XBMC Foundation,xbmc,"xbmc, media center, C++, python, windows, linux, OSX, iOS, JSON-RPC",http://wiki.xbmc.org/index.php?title=Google_Summer_of_Code_2012
google/gsoc2012/xsf,XMPP Standards Foundation,xsf,"xmpp, jabber, c++, Qt, lua, python, Java, chat, social, network, networking, voip, video, rtc, nat traversal, jingle nodes, streaming media, rtp, Swift, Spectrum, Prosody, buddycloud, Poezio, Gajim, Jitsi",http://wiki.xmpp.org/web/Summer_of_Code_2012
google/gsoc2012/xwiki,XWiki,xwiki,"groovy, web, java, wiki, javascript, js, framework, html, design, velocity, ui, css, usability",http://gsoc.xwiki.org/
